Market,City,y15,y14,y10,y05,y03,,t1yr,t5yr,t10yr,t12yr,,Current,ShortTerm,MidTerm,LongTerm
24260,"Grand Island, NE",-0.08,-0.21,-0.05,0.6,0.45,,0.14,-0.02,-0.68,-0.53,,1.01,-0.29,-1.66,-0.74
24300,"Grand Junction, CO",0.43,0.44,0.4,0.37,0.39,,-0.01,0.03,0.06,0.04,,0.36,0.68,0.51,0.44
24340,"Grand Rapids-Wyoming, MI",2.46,2.22,1.94,2.9,2.68,,0.24,0.52,-0.44,-0.22,,4.36,5.42,0.88,2.34
24380,"Grants, NM",-1.29,-1.24,-1.38,-1.28,-1.16,,-0.06,0.08,-0.01,-0.13,,-1.75,-0.66,-1.43,-1.62
24420,"Grants Pass, OR",-0.21,-0.19,0.08,-0.27,-0.28,,-0.01,-0.29,0.06,0.07,,-0.33,-1.85,0.2,-0.1
24460,"Great Bend, KS",-0.66,-0.67,-0.9,-0.9,-0.95,,0.01,0.24,0.25,0.29,,-0.56,0.83,-0.35,-0.21
24500,"Great Falls, MT",0.02,-0.01,0.12,-0.15,-0.01,,0.03,-0.1,0.16,0.03,,0.26,-0.56,0.48,-0.1
24540,"Greeley, CO",0.71,0.64,0.59,0.43,0.5,,0.07,0.12,0.27,0.2,,1.28,1.44,1.2,0.92
24580,"Green Bay, WI",1.24,1.15,1.08,2.05,1.9,,0.08,0.15,-0.82,-0.66,,1.91,2.15,-0.84,0.39
24620,"Greeneville, TN",-0.5,-0.63,-0.54,-0.56,-0.54,,0.13,0.04,0.06,0.04,,0.59,-0.3,-0.42,-0.48
24660,"Greensboro-High Point, NC",2.13,1.97,1.82,1.21,1.5,,0.16,0.31,0.93,0.63,,3.42,3.92,3.96,2.76
24700,"Greensburg, IN",-0.96,-1,-1.1,-1.01,-1.1,,0.04,0.14,0.05,0.14,,-0.62,-0.06,-1,-0.69
24740,"Greenville, MS",-0.71,-0.64,-0.51,-0.3,-0.58,,-0.07,-0.2,-0.41,-0.13,,-1.28,-1.8,-1.49,-0.66
24780,"Greenville, NC",0.15,0.18,0.15,0.59,0.69,,-0.03,-0.01,-0.44,-0.54,,-0.12,0.21,-0.89,-0.77
24820,"Greenville, OH",-0.64,-0.72,-0.58,-0.8,-0.59,,0.08,-0.06,0.15,-0.05,,0,-1.02,-0.25,-0.95
24860,"Greenville-Anderson-Mauldin, SC",1.97,1.79,1.57,1.75,1.6,,0.18,0.4,0.22,0.37,,3.41,4.29,2.06,2.64
24860,"Greenville-Mauldin-Easley, SC",1.97,1.79,1.57,1.75,1.6,,0.18,0.4,0.22,0.37,,3.41,4.29,2.06,2.64
24900,"Greenwood, MS",-0.95,-0.77,-0.96,-0.52,-0.18,,-0.18,0.01,-0.43,-0.77,,-2.43,-0.65,-2,-2.46
24940,"Greenwood, SC",-0.43,-0.54,-0.45,-0.54,-0.48,,0.11,0.02,0.1,0.04,,0.43,-0.37,-0.23,-0.45
24980,"Grenada, MS",-1.37,-1.23,-1.36,-0.89,-1.02,,-0.14,-0.01,-0.48,-0.35,,-2.48,-1.2,-2.5,-1.78
25060,"Gulfport-Biloxi-Pascagoula, MS",0.71,0.62,0.56,1.4,1.25,,0.09,0.15,-0.69,-0.54,,1.4,1.59,-1.07,0.04
25060,"Gulfport-Biloxi, MS",0.71,0.62,0.56,1.4,1.25,,0.09,0.15,-0.69,-0.54,,1.4,1.59,-1.07,0.04
25100,"Guymon, OK",-1.27,-1.31,-1.4,-1.36,-1.21,,0.05,0.13,0.09,-0.05,,-0.91,-0.44,-1.21,-1.52
25180,"Hagerstown-Martinsburg, MD-WV",0.4,0.44,0.6,0.3,0.61,,-0.05,-0.21,0.09,-0.21,,0.01,-0.75,0.8,-0.24
25220,"Hammond, LA",0.03,-0.08,-0.04,-0.22,-0.32,,0.11,0.08,0.26,0.35,,0.96,0.45,0.53,0.63
25260,"Hanford-Corcoran, CA",-0.35,-0.38,-0.41,-0.2,-0.33,,0.02,0.06,-0.16,-0.02,,-0.17,0.04,-0.8,-0.28
25300,"Hannibal, MO",-0.88,-1.05,-1.01,-0.55,-0.73,,0.17,0.13,-0.32,-0.15,,0.5,-0.19,-1.78,-0.94
25340,"Harriman, TN",#N/A,#N/A,-0.96,-0.9,-1,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
25380,"Harrisburg, IL",#N/A,#N/A,-1.14,-1.29,-0.98,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
25420,"Harrisburg-Carlisle, PA",1.16,1.26,1.44,1,1.2,,-0.09,-0.27,0.17,-0.04,,0.41,-0.32,1.8,0.88
25460,"Harrison, AR",-0.75,-0.59,-0.91,-0.23,-0.61,,-0.15,0.16,-0.52,-0.13,,-2,0.45,-2.15,-0.57
25500,"Harrisonburg, VA",0.02,-0.03,-0.06,-0.56,-0.28,,0.04,0.07,0.58,0.29,,0.36,0.49,1.26,0.15
25540,"Hartford-West Hartford-East Hartford, CT",2.41,2.43,2.27,1.49,1.36,,-0.02,0.14,0.92,1.05,,2.2,3.34,4.39,4.07
25580,"Hastings, NE",-0.7,-0.88,-0.73,-0.24,-0.46,,0.18,0.03,-0.46,-0.24,,0.76,-0.64,-1.82,-0.87
25620,"Hattiesburg, MS",0.02,-0.04,-0.03,0.16,0.06,,0.06,0.05,-0.13,-0.04,,0.48,0.33,-0.37,0.04
25660,"Havre, MT",#N/A,#N/A,-0.64,-1.11,-1.18,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
25700,"Hays, KS",-0.61,-0.47,-0.72,-0.83,-0.76,,-0.14,0.11,0.22,0.15,,-1.73,0.28,-0.24,-0.48
25720,"Heber, UT",-0.08,-0.52,-0.44,#N/A,#N/A,,0.44,0.36,#N/A,#N/A,,3.48,1.74,#N/A,#N/A
25740,"Helena, MT",0.23,0.13,0.2,0.37,0.59,,0.1,0.03,-0.14,-0.36,,1.05,0.39,-0.14,-0.56
25780,"Henderson, NC",-0.93,-0.9,-1,-0.74,-0.87,,-0.04,0.07,-0.19,-0.06,,-1.22,-0.43,-1.46,-0.92
25820,"Hereford, TX",-0.91,-1.21,-1.07,-1.04,-1.23,,0.3,0.15,0.13,0.32,,1.48,-0.23,-0.79,-0.28
25860,"Hickory-Lenoir-Morganton, NC",1.36,1.32,1.03,0.88,0.81,,0.04,0.33,0.47,0.55,,1.67,3.38,2.11,2.22
25900,"Hilo, HI",0.66,0.73,0.75,0.38,0.42,,-0.07,-0.1,0.28,0.24,,0.07,0.21,1.39,0.95
25940,"Hilton Head Island-Bluffton-Beaufort, SC",0.6,0.5,0.43,0.69,0.59,,0.1,0.17,-0.09,0.01,,1.43,1.62,0.18,0.69
25940,"Hilton Head Island-Beaufort, SC",0.6,0.5,0.43,0.69,0.59,,0.1,0.17,-0.09,0.01,,1.43,1.62,0.18,0.69
25980,"Hinesville, GA",-0.7,-0.76,-0.89,-0.43,-0.49,,0.05,0.19,-0.28,-0.21,,-0.26,0.46,-1.56,-0.97
25980,"Hinesville-Fort Stewart, GA",-0.7,-0.76,-0.89,-0.43,-0.49,,0.05,0.19,-0.28,-0.21,,-0.26,0.46,-1.56,-0.97
26020,"Hobbs, NM",-0.3,-0.42,-0.17,-0.7,-0.59,,0.11,-0.13,0.4,0.29,,0.6,-1.13,0.73,-0.01
26100,"Holland-Grand Haven, MI",#N/A,#N/A,1.08,1.1,1,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
26140,"Homosassa Springs, FL",0.09,-0.11,-0.15,0.04,-0.01,,0.2,0.24,0.06,0.1,,1.73,1.41,-0.04,0.27
26180,"Honolulu, HI",#N/A,#N/A,2.19,1.47,1.69,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
26220,"Hood River, OR",-0.32,-0.37,-0.43,-0.76,-0.72,,0.05,0.11,0.44,0.4,,0.06,0.37,0.58,0.22
26260,"Hope, AR",#N/A,#N/A,-1.2,-0.96,-1.03,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
26300,"Hot Springs, AR",0.23,0.18,0.2,-0.06,-0.04,,0.06,0.03,0.3,0.27,,0.67,0.42,0.87,0.58
26340,"Houghton, MI",-0.66,-0.62,-0.57,-0.66,-0.64,,-0.04,-0.09,0,-0.02,,-0.96,-1.07,-0.6,-0.74
26380,"Houma-Thibodaux, LA",0.91,0.84,0.79,0.27,-0.06,,0.07,0.12,0.64,0.96,,1.46,1.61,2.25,2.64
26380,"Houma-Bayou Cane-Thibodaux, LA",0.91,0.84,0.79,0.27,-0.06,,0.07,0.12,0.64,0.96,,1.46,1.61,2.25,2.64
26420,"Houston-The Woodlands-Sugar Land, TX",3.13,3.2,3.1,3.22,3.64,,-0.07,0.02,-0.09,-0.51,,2.56,3.41,2.87,1.92
26420,"Houston-Sugar Land-Baytown, TX",3.13,3.2,3.1,3.22,3.64,,-0.07,0.02,-0.09,-0.51,,2.56,3.41,2.87,1.92
26460,"Hudson, NY",0.01,-0.09,-0.13,-0.17,0,,0.09,0.14,0.17,0.01,,0.77,0.81,0.25,-0.16
26480,"Humboldt, TN",#N/A,#N/A,-0.68,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
26500,"Huntingdon, PA",-0.77,-0.69,-1.02,-1.03,-0.86,,-0.07,0.25,0.27,0.09,,-1.37,0.91,-0.42,-0.82
26540,"Huntington, IN",-0.85,-0.61,-0.96,-0.86,-0.92,,-0.24,0.11,0.02,0.07,,-2.81,0.13,-0.94,-0.7
26580,"Huntington-Ashland, WV-KY-OH",0.6,0.69,0.49,0.92,0.72,,-0.09,0.11,-0.32,-0.12,,-0.17,1.43,-0.29,0.61
26620,"Huntsville, AL",1.03,1.13,1.08,0.88,1.07,,-0.1,-0.05,0.15,-0.04,,0.2,0.92,1.4,0.75
26660,"Huntsville, TX",-0.8,-0.81,-0.79,-0.81,-0.89,,0,-0.01,0.01,0.09,,-0.8,-0.8,-0.8,-0.61
26700,"Huron, SD",-1.09,-1.06,-0.94,-0.99,-1.15,,-0.03,-0.15,-0.1,0.06,,-1.33,-1.92,-1.19,-0.86
26740,"Hutchinson, KS",-0.45,-0.35,-0.2,-0.47,-0.25,,-0.1,-0.24,0.03,-0.2,,-1.24,-1.74,-0.16,-0.98
26780,"Hutchinson, MN",-0.72,-0.8,-0.84,-0.74,-0.68,,0.08,0.11,0.01,-0.05,,-0.11,-0.04,-0.83,-0.87
26820,"Idaho Falls, ID",0.3,0.35,0.36,0.32,0.5,,-0.06,-0.06,-0.03,-0.2,,-0.16,0.05,0.27,-0.2
26860,"Indiana, PA",-0.34,-0.47,-0.38,-0.57,-0.65,,0.13,0.04,0.23,0.31,,0.67,-0.14,0.14,0.18
26900,"Indianapolis-Carmel-Anderson, IN",2.24,2.27,2.27,1.59,2.06,,-0.03,-0.03,0.65,0.18,,1.99,2.18,3.77,2.03
26900,"Indianapolis-Carmel, IN",2.24,2.27,2.27,1.59,2.06,,-0.03,-0.03,0.65,0.18,,1.99,2.18,3.77,2.03
26940,"Indianola, MS",-1.01,-0.93,-0.86,-1.13,-1.1,,-0.08,-0.15,0.12,0.09,,-1.67,-1.78,-0.6,-0.93
26980,"Iowa City, IA",0.12,0.12,0.2,0.28,0,,-0.01,-0.09,-0.16,0.12,,0.07,-0.33,-0.2,0.55
27020,"Iron Mountain, MI-WI",-0.71,-0.78,-0.74,-0.59,-0.4,,0.07,0.03,-0.11,-0.31,,-0.13,-0.53,-1.03,-1.38
27060,"Ithaca, NY",0.35,0.35,0.28,0.25,0.23,,0,0.07,0.09,0.12,,0.34,0.82,0.48,0.53
27100,"Jackson, MI",0.43,0.35,0.35,0.33,0.39,,0.08,0.08,0.1,0.04,,1.08,0.91,0.55,0.42
27140,"Jackson, MS",1.17,1.28,1.39,1.42,1.32,,-0.11,-0.23,-0.25,-0.15,,0.23,-0.02,0.78,1.02
27180,"Jackson, TN",0.06,0.09,0.13,0.68,0.53,,-0.02,-0.07,-0.62,-0.47,,-0.14,-0.25,-1.34,-0.51
27220,"Jackson, WY-ID",0.58,0.51,0.28,-0.11,0.44,,0.07,0.31,0.69,0.15,,1.13,2.43,1.86,0.24
27260,"Jacksonville, FL",1.7,1.77,1.76,1.89,2.21,,-0.06,-0.06,-0.19,-0.5,,1.19,1.5,1.3,0.62
27300,"Jacksonville, IL",-0.98,-0.84,-0.99,-0.65,-0.71,,-0.14,0.01,-0.34,-0.28,,-2.12,-0.72,-1.8,-1.35
27340,"Jacksonville, NC",0.06,-0.07,-0.02,-0.28,-0.19,,0.13,0.08,0.34,0.25,,1.11,0.47,0.76,0.33
27380,"Jacksonville, TX",-0.56,-0.67,-0.55,-0.7,-0.63,,0.11,-0.01,0.14,0.07,,0.29,-0.65,-0.26,-0.54
27420,"Jamestown, ND",-0.82,-1.01,-0.53,-0.88,-0.91,,0.19,-0.29,0.06,0.09,,0.74,-2.7,-0.42,-0.68
27460,"Jamestown-Dunkirk-Fredonia, NY",0.09,0.17,0.12,0.11,0.05,,-0.08,-0.03,-0.02,0.04,,-0.57,0.04,0.06,0.19
27500,"Janesville-Beloit, WI",0.16,0.37,0.2,0.15,0.23,,-0.2,-0.04,0.01,-0.07,,-1.5,0.2,0.21,-0.03
27500,"Janesville, WI",0.16,0.37,0.2,0.15,0.23,,-0.2,-0.04,0.01,-0.07,,-1.5,0.2,0.21,-0.03
27540,"Jasper, IN",-0.39,-0.3,-0.37,0.19,-0.13,,-0.09,-0.03,-0.59,-0.26,,-1.15,-0.41,-1.76,-0.49
27620,"Jefferson City, MO",0.18,0.05,0.16,1.05,0.75,,0.13,0.02,-0.86,-0.57,,1.24,0.27,-1.88,-0.39
27660,"Jennings, LA",#N/A,#N/A,-1.14,-0.89,-0.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
27700,"Jesup, GA",-1.16,-1.05,-1.19,-1.25,-1.26,,-0.1,0.03,0.1,0.1,,-1.98,-0.79,-0.99,-1.02
27740,"Johnson City, TN",0.28,0.21,0.24,0.72,1.04,,0.07,0.04,-0.44,-0.76,,0.82,0.52,-0.81,-1.19
27780,"Johnstown, PA",0.12,0.06,0.13,0.05,0.14,,0.06,-0.01,0.07,-0.03,,0.59,0.08,0.27,-0.04
27860,"Jonesboro, AR",0.03,0.11,0.14,0.31,0.09,,-0.08,-0.11,-0.28,-0.06,,-0.59,-0.49,-0.54,0.14
27900,"Joplin, MO",0.27,0.53,0.45,0.17,0.31,,-0.26,-0.18,0.1,-0.04,,-1.88,-0.5,0.65,0.06
27940,"Juneau, AK",0.14,0.12,-0.01,-0.38,-0.5,,0.02,0.15,0.51,0.64,,0.25,1.07,1.17,1.18
27980,"Kahului-Wailuku-Lahaina, HI",1.02,1.02,1.11,0.5,0.64,,0,-0.09,0.52,0.39,,1.04,0.58,2.3,1.44
27980,"Kahului-Wailuku, HI",1.02,1.02,1.11,0.5,0.64,,0,-0.09,0.52,0.39,,1.04,0.58,2.3,1.44
28020,"Kalamazoo-Portage, MI",1.08,1.21,1.13,0.8,0.7,,-0.13,-0.05,0.28,0.37,,-0.01,0.95,1.75,1.71
28060,"Kalispell, MT",0.41,0.3,0.35,0.13,0.23,,0.12,0.06,0.28,0.18,,1.35,0.73,0.98,0.57
28100,"Kankakee, IL",-0.22,-0.16,-0.09,0.03,-0.12,,-0.06,-0.13,-0.25,-0.1,,-0.71,-0.89,-0.71,-0.24
28100,"Kankakee-Bradley, IL",-0.22,-0.16,-0.09,0.03,-0.12,,-0.06,-0.13,-0.25,-0.1,,-0.71,-0.89,-0.71,-0.24
28140,"Kansas City, MO-KS",2.53,2.45,2.47,2.21,2.02,,0.08,0.06,0.32,0.51,,3.17,2.87,3.19,3.46
28180,"Kapaa, HI",0.54,0.53,0.32,0.08,0.06,,0.01,0.22,0.46,0.48,,0.65,1.9,1.37,1.25
28260,"Kearney, NE",-0.4,-0.51,-0.39,-0.49,-0.5,,0.11,0,0.09,0.1,,0.49,-0.45,-0.21,-0.26
28300,"Keene, NH",0,-0.04,-0.03,-0.4,-0.32,,0.04,0.03,0.4,0.31,,0.31,0.18,0.88,0.35
28340,"Kendallville, IN",-0.86,-0.81,-0.78,-0.67,-0.7,,-0.05,-0.08,-0.19,-0.16,,-1.29,-1.25,-1.25,-1.1
28380,"Kennett, MO",-1.09,-1.14,-1,-1.05,-1.04,,0.05,-0.09,-0.04,-0.05,,-0.7,-1.63,-1.11,-1.2
28420,"Kennewick-Richland, WA",0.41,0.56,0.42,0.06,0.21,,-0.15,-0.01,0.35,0.2,,-0.84,0.59,1.21,0.53
28420,"Kennewick-Richland-Pasco, WA",0.41,0.56,0.42,0.06,0.21,,-0.15,-0.01,0.35,0.2,,-0.84,0.59,1.21,0.53
28500,"Kerrville, TX",-0.42,-0.38,-0.29,-0.24,-0.51,,-0.04,-0.13,-0.18,0.09,,-0.76,-1.12,-0.73,-0.03
28540,"Ketchikan, AK",-0.04,-0.65,-0.53,-0.34,-0.77,,0.62,0.49,0.3,0.73,,4.94,2.36,0.14,1.45
28580,"Key West, FL",0.82,0.76,0.6,0.44,0.59,,0.06,0.22,0.38,0.23,,1.31,2.13,1.46,0.99
28620,"Kill Devil Hills, NC",0.01,-0.17,-0.11,-0.16,-0.07,,0.19,0.12,0.17,0.09,,1.51,0.64,0.27,0.03
28660,"Killeen-Temple, TX",0.37,0.48,0.55,1.28,1.34,,-0.11,-0.18,-0.91,-0.97,,-0.53,-0.55,-1.6,-1.16
28660,"Killeen-Temple-Fort Hood, TX",0.37,0.48,0.55,1.28,1.34,,-0.11,-0.18,-0.91,-0.97,,-0.53,-0.55,-1.6,-1.16
28700,"Kingsport-Bristol-Bristol, TN-VA",0.61,0.6,0.66,0.55,0.41,,0.01,-0.05,0.06,0.2,,0.66,0.38,0.77,1.01
28740,"Kingston, NY",0.72,0.78,0.82,0.5,0.71,,-0.05,-0.09,0.23,0.01,,0.28,0.29,1.32,0.51
28780,"Kingsville, TX",-1,-1.02,-0.83,-1.07,-1.36,,0.03,-0.16,0.07,0.36,,-0.79,-1.93,-0.7,-0.18
28820,"Kinston, NC",-0.78,-0.85,-0.4,-0.49,-0.62,,0.07,-0.38,-0.29,-0.16,,-0.2,-3.05,-1.1,-0.91
28860,"Kirksville, MO",-0.93,-0.86,-0.89,-0.4,-0.41,,-0.06,-0.03,-0.53,-0.52,,-1.46,-1,-2.16,-1.7
28900,"Klamath Falls, OR",-0.5,-0.44,-0.34,-0.47,-0.51,,-0.06,-0.16,-0.03,0.01,,-1.01,-1.34,-0.44,-0.45
28940,"Knoxville, TN",1.4,1.58,1.55,1.78,2.04,,-0.18,-0.15,-0.38,-0.64,,-0.05,0.73,0.64,0.17
28980,"Kodiak, AK",#N/A,#N/A,0.01,-0.18,-0.18,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
29020,"Kokomo, IN",-0.35,-0.29,-0.22,0.08,0.29,,-0.06,-0.13,-0.43,-0.65,,-0.86,-1.02,-1.26,-1.55
29060,"Laconia, NH",-0.02,0.01,-0.09,-0.35,-0.21,,-0.03,0.07,0.33,0.2,,-0.24,0.5,0.66,0.12
29100,"La Crosse-Onalaska, WI-MN",0.33,0.37,0.3,0.77,0.79,,-0.04,0.03,-0.43,-0.46,,0.01,0.63,-0.73,-0.39
29100,"La Crosse, WI-MN",0.33,0.37,0.3,0.77,0.79,,-0.04,0.03,-0.43,-0.46,,0.01,0.63,-0.73,-0.39
29140,"Lafayette, IN",#N/A,#N/A,0.28,0.88,1.07,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
29180,"Lafayette, LA",1.37,1.35,1.06,1.31,1.49,,0.01,0.31,0.06,-0.12,,1.46,3.28,1.16,0.99
29220,"La Follette, TN",#N/A,#N/A,-1.33,-0.85,-0.9,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
29260,"La Grande, OR",-0.86,-0.8,-0.75,-0.9,-0.84,,-0.06,-0.1,0.05,-0.01,,-1.34,-1.34,-0.67,-0.96
29300,"LaGrange, GA",-0.34,-0.41,-0.38,-0.36,-0.44,,0.07,0.04,0.02,0.1,,0.22,-0.1,-0.35,-0.13
29340,"Lake Charles, LA",0.51,0.24,0.43,0.69,0.87,,0.27,0.08,-0.18,-0.36,,2.69,0.78,-0.01,-0.24
29380,"Lake City, FL",-0.33,-0.52,-0.4,-0.61,-0.79,,0.19,0.07,0.28,0.45,,1.17,-0.06,0.23,0.49
29420,"Lake Havasu City-Kingman, AZ",0.25,0.41,0.34,0.43,0.31,,-0.16,-0.09,-0.18,-0.06,,-1.05,-0.07,-0.11,0.25
29460,"Lakeland-Winter Haven, FL",1.36,1.2,1.24,1.26,1.27,,0.16,0.11,0.1,0.08,,2.63,1.94,1.45,1.44
29460,"Lakeland, FL",1.36,1.2,1.24,1.26,1.27,,0.16,0.11,0.1,0.08,,2.63,1.94,1.45,1.44
29500,"Lamesa, TX",-1.3,-1.23,-1.24,-1.11,-1.05,,-0.07,-0.06,-0.19,-0.25,,-1.87,-1.51,-1.71,-1.75
29540,"Lancaster, PA",1.57,1.55,1.56,1.82,1.56,,0.02,0.01,-0.25,0,,1.74,1.68,0.95,1.81
29580,"Lancaster, SC",#N/A,#N/A,-0.6,-0.78,-0.74,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
29620,"Lansing-East Lansing, MI",1.03,0.96,1.09,0.43,0.72,,0.07,-0.06,0.6,0.3,,1.59,0.65,2.47,1.16
29660,"Laramie, WY",-0.47,-0.56,-0.54,-0.6,-0.49,,0.09,0.07,0.12,0.01,,0.22,-0.1,-0.27,-0.58
29700,"Laredo, TX",0.94,1,0.96,0.94,1,,-0.06,-0.01,0,-0.06,,0.45,0.99,0.93,0.78
29740,"Las Cruces, NM",0.28,0.22,0.21,0.16,0.12,,0.06,0.07,0.11,0.16,,0.72,0.71,0.45,0.54
29780,"Las Vegas, NM",-1,-1.09,-0.9,-1.3,-1.04,,0.09,-0.11,0.3,0.04,,-0.28,-1.67,-0.23,-1.23
29820,"Las Vegas-Henderson-Paradise, NV",2.23,2.25,2.23,1.83,1.89,,-0.02,0,0.4,0.34,,2.04,2.35,3.13,2.66
29820,"Las Vegas-Paradise, NV",2.23,2.25,2.23,1.83,1.89,,-0.02,0,0.4,0.34,,2.04,2.35,3.13,2.66
29860,"Laurel, MS",-0.35,-0.33,-0.38,-0.24,-0.22,,-0.01,0.03,-0.1,-0.13,,-0.46,-0.1,-0.64,-0.6
29900,"Laurinburg, NC",-0.89,-0.98,-1.08,-1.06,-0.88,,0.09,0.19,0.16,-0.01,,-0.17,0.22,-0.73,-1.1
29940,"Lawrence, KS",0.05,0.1,0.24,-0.02,0.06,,-0.05,-0.19,0.07,-0.01,,-0.34,-0.97,0.37,-0.07
29980,"Lawrenceburg, TN",-0.94,-0.81,-0.92,-1.04,-1.11,,-0.12,-0.01,0.1,0.18,,-1.92,-0.82,-0.71,-0.61
30020,"Lawton, OK",-0.1,-0.07,0.07,-0.15,-0.22,,-0.04,-0.17,0.05,0.12,,-0.4,-1.04,0.17,0.12
30060,"Lebanon, MO",-0.84,-0.92,-0.77,-0.57,-0.66,,0.08,-0.07,-0.28,-0.18,,-0.24,-1.27,-1.44,-1.04
30100,"Lebanon, NH-VT",#N/A,#N/A,0.74,0.9,0.85,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
30140,"Lebanon, PA",0.1,0.14,0.16,0.15,0.01,,-0.04,-0.06,-0.05,0.09,,-0.27,-0.16,0.01,0.36
30220,"Levelland, TX",-1.01,-0.88,-0.99,-0.81,-0.98,,-0.13,-0.02,-0.2,-0.03,,-2.08,-0.93,-1.47,-0.9
30260,"Lewisburg, PA",-0.67,-0.95,-0.61,-0.55,-0.71,,0.28,-0.06,-0.12,0.04,,1.57,-1.27,-0.91,-0.47
30280,"Lewisburg, TN",-1.19,-1.24,-1.22,#N/A,#N/A,,0.05,0.04,#N/A,#N/A,,-0.75,-0.93,#N/A,#N/A
30300,"Lewiston, ID-WA",-0.43,-0.3,-0.36,-0.28,-0.24,,-0.13,-0.08,-0.16,-0.2,,-1.49,-0.7,-0.75,-0.79
30340,"Lewiston-Auburn, ME",0.09,0.24,0.19,0.08,0.3,,-0.15,-0.1,0.01,-0.21,,-1.15,-0.29,0.19,-0.47
30380,"Lewistown, PA",-0.72,-0.69,-0.67,-0.92,-1,,-0.03,-0.05,0.2,0.28,,-0.97,-0.9,-0.23,-0.25
30420,"Lexington, NE",-0.98,-0.9,-0.98,-0.86,-0.81,,-0.08,0,-0.11,-0.16,,-1.64,-0.82,-1.26,-1.29
30460,"Lexington-Fayette, KY",1.3,1.21,1.22,2.55,2,,0.09,0.08,-1.25,-0.7,,2.02,1.77,-1.72,0.79
30500,"Lexington Park, MD",#N/A,#N/A,-0.05,-0.03,-0.04,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
30580,"Liberal, KS",-1.11,-1.18,-1.07,-0.86,-0.94,,0.06,-0.05,-0.25,-0.17,,-0.61,-1.39,-1.68,-1.31
30620,"Lima, OH",-0.03,-0.04,-0.08,0.05,0.05,,0.01,0.05,-0.08,-0.07,,0.03,0.36,-0.3,-0.16
30660,"Lincoln, IL",-1.28,-1.26,-1.24,-1.03,-0.96,,-0.02,-0.04,-0.24,-0.32,,-1.44,-1.41,-1.83,-1.84
30700,"Lincoln, NE",0.98,1.08,0.93,1.16,1.18,,-0.1,0.05,-0.18,-0.2,,0.16,1.45,0.5,0.65
30740,"Lincolnton, NC",#N/A,#N/A,-0.56,-0.56,-0.35,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
30780,"Little Rock-North Little Rock-Conway, AR",1.47,1.39,1.39,2.25,2.22,,0.08,0.08,-0.78,-0.76,,2.08,1.94,-0.47,0.35
30820,"Lock Haven, PA",-0.87,-1.13,-0.86,-0.9,-0.91,,0.25,-0.01,0.03,0.04,,1.18,-1.14,-0.82,-0.82
30860,"Logan, UT-ID",0.47,0.36,0.44,0.84,0.29,,0.11,0.03,-0.37,0.18,,1.33,0.62,-0.45,1.27
30900,"Logansport, IN",-0.94,-0.88,-1.01,-0.78,-0.79,,-0.06,0.07,-0.16,-0.15,,-1.43,-0.4,-1.41,-1.18
30940,"London, KY",-0.1,-0.08,-0.53,-0.82,-0.8,,-0.02,0.43,0.72,0.71,,-0.23,2.59,1.14,0.92
30980,"Longview, TX",0.5,0.53,0.47,1.03,1.22,,-0.03,0.03,-0.53,-0.71,,0.25,0.79,-0.79,-0.76
31020,"Longview, WA",-0.1,0,-0.15,-0.06,-0.19,,-0.1,0.04,-0.04,0.09,,-0.93,0.33,-0.26,0.14
31060,"Los Alamos, NM",-0.81,-1.22,-1.04,-1.2,-0.89,,0.41,0.22,0.39,0.08,,2.49,0.19,-0.16,-1.03
31100,"Los Angeles-Long Beach-Santa Ana, CA",#N/A,#N/A,4.63,3.78,3.81,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
31140,"Louisville/Jefferson County, KY-IN",2.09,2.06,2.03,1.71,1.8,,0.03,0.05,0.38,0.29,,2.35,2.45,2.89,2.41
31180,"Lubbock, TX",0.71,0.85,1.05,1.31,1.25,,-0.14,-0.33,-0.6,-0.54,,-0.41,-1.1,-0.39,-0.05
31260,"Lufkin, TX",-0.27,-0.38,-0.21,-0.31,-0.5,,0.12,-0.06,0.04,0.23,,0.67,-0.69,-0.14,0.24
