Market,City,y15,y14,y10,y05,y03,,t1yr,t5yr,t10yr,t12yr,,Current,ShortTerm,MidTerm,LongTerm
38200,"Pierre Part, LA",#N/A,#N/A,-0.59,-1.06,-1.24,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
38220,"Pine Bluff, AR",-0.44,-0.49,-0.39,0.07,0.28,,0.05,-0.05,-0.51,-0.72,,-0.07,-0.75,-1.6,-1.74
38260,"Pittsburg, KS",-1.01,-0.8,-0.87,-0.77,-0.74,,-0.2,-0.13,-0.23,-0.27,,-2.65,-1.53,-1.44,-1.47
38300,"Pittsburgh, PA",2.68,2.44,2.64,1.6,1.42,,0.24,0.04,1.08,1.26,,4.6,2.73,5.15,4.71
38340,"Pittsfield, MA",0.4,0.71,0.6,0.46,0.45,,-0.31,-0.19,-0.06,-0.04,,-2.1,-0.39,0.44,0.34
38380,"Plainview, TX",-0.96,-0.86,-0.95,-0.99,-0.98,,-0.1,-0.01,0.03,0.02,,-1.79,-0.87,-0.9,-0.96
38420,"Platteville, WI",-0.75,-0.74,-0.59,-0.69,-0.68,,-0.01,-0.16,-0.06,-0.07,,-0.84,-1.63,-0.76,-0.9
38460,"Plattsburgh, NY",-0.28,-0.13,-0.27,-0.34,-0.4,,-0.15,-0.01,0.07,0.12,,-1.47,-0.11,-0.14,-0.08
38500,"Plymouth, IN",-0.57,-0.61,-0.49,-0.87,-0.87,,0.05,-0.08,0.3,0.31,,-0.2,-1,0.18,-0.13
38540,"Pocatello, ID",-0.02,0.02,-0.1,0.13,0.06,,-0.04,0.07,-0.15,-0.08,,-0.38,0.53,-0.48,-0.1
38580,"Point Pleasant, WV-OH",-0.8,-0.79,-0.6,-0.59,-0.72,,0,-0.2,-0.21,-0.08,,-0.84,-1.92,-1.11,-0.8
38620,"Ponca City, OK",-0.6,-0.54,-0.61,-0.68,-0.7,,-0.06,0.01,0.08,0.1,,-1.07,-0.42,-0.44,-0.46
38700,"Pontiac, IL",-0.92,-0.88,-0.83,-0.88,-0.92,,-0.04,-0.08,-0.03,0,,-1.25,-1.32,-0.94,-0.91
38740,"Poplar Bluff, MO",-0.71,-0.71,-0.59,-0.7,-0.72,,0,-0.12,-0.01,0.01,,-0.73,-1.39,-0.64,-0.69
38780,"Portales, NM",-1.25,-1.22,-1.27,-1.16,-1.27,,-0.03,0.01,-0.1,0.02,,-1.54,-1.06,-1.52,-1.13
38820,"Port Angeles, WA",-0.24,-0.1,-0.19,-0.37,-0.36,,-0.14,-0.05,0.14,0.12,,-1.37,-0.31,0.1,-0.08
38860,"Portland-South Portland, ME",1.58,1.49,1.65,0.13,0.87,,0.09,-0.07,1.44,0.71,,2.31,1.15,4.99,1.88
38860,"Portland-South Portland-Biddeford, ME",1.58,1.49,1.65,0.13,0.87,,0.09,-0.07,1.44,0.71,,2.31,1.15,4.99,1.88
38900,"Portland-Vancouver-Hillsboro, OR-WA",2.94,2.75,2.73,3.01,2.68,,0.19,0.21,-0.08,0.26,,4.44,4.07,2.52,3.63
38900,"Portland-Vancouver-Beaverton, OR-WA",2.94,2.75,2.73,3.01,2.68,,0.19,0.21,-0.08,0.26,,4.44,4.07,2.52,3.63
38940,"Port St. Lucie, FL",0.99,1.03,0.87,0.37,0.39,,-0.04,0.12,0.62,0.59,,0.65,1.82,2.29,1.82
39020,"Portsmouth, OH",-0.87,-0.99,-0.79,-1.03,-0.7,,0.12,-0.08,0.16,-0.17,,0.12,-1.41,-0.44,-1.48
39060,"Pottsville, PA",-0.05,-0.1,0.07,-0.09,0.19,,0.05,-0.13,0.04,-0.25,,0.32,-0.8,0.14,-0.73
39100,"Poughkeepsie-Newburgh-Middletown, NY",#N/A,#N/A,1.37,0.71,0.8,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
39140,"Prescott, AZ",0.71,0.6,0.49,0.54,0.57,,0.11,0.22,0.17,0.15,,1.63,1.99,0.87,0.88
39220,"Price, UT",-0.85,-1.11,-0.92,-0.92,-0.99,,0.26,0.06,0.07,0.14,,1.24,-0.66,-0.79,-0.59
39260,"Prineville, OR",-0.83,-0.98,-0.79,-1.02,-1.18,,0.14,-0.05,0.19,0.34,,0.31,-1.19,-0.37,-0.19
39300,"Providence-Warwick, RI-MA",2.45,2.41,2.54,1.61,1.67,,0.04,-0.08,0.84,0.79,,2.8,1.98,4.47,3.55
39300,"Providence-New Bedford-Fall River, RI-MA",2.45,2.41,2.54,1.61,1.67,,0.04,-0.08,0.84,0.79,,2.8,1.98,4.47,3.55
39340,"Provo-Orem, UT",1.63,1.62,1.35,1.71,1.58,,0.01,0.29,-0.07,0.05,,1.71,3.43,1.15,1.81
39380,"Pueblo, CO",-0.01,0.04,0.07,0.1,0.2,,-0.05,-0.08,-0.12,-0.21,,-0.45,-0.38,-0.22,-0.43
39420,"Pullman, WA",-0.96,-0.89,-1.07,-1.05,-0.87,,-0.07,0.11,0.09,-0.09,,-1.52,-0.15,-0.88,-1.29
39460,"Punta Gorda, FL",0.37,0.44,0.23,0.35,0.27,,-0.07,0.15,0.03,0.1,,-0.19,1.4,0.26,0.57
39500,"Quincy, IL-MO",-0.17,-0.23,-0.02,0.5,0.38,,0.06,-0.15,-0.67,-0.55,,0.33,-1.05,-1.61,-0.89
39540,"Racine, WI",0.51,0.46,0.57,0.5,0.52,,0.05,-0.06,0.01,-0.01,,0.89,0.18,0.56,0.45
39580,"Raleigh, NC",1.76,1.84,1.79,2.08,1.85,,-0.07,-0.03,-0.32,-0.09,,1.17,1.73,1.02,1.84
39580,"Raleigh-Cary, NC",1.76,1.84,1.79,2.08,1.85,,-0.07,-0.03,-0.32,-0.09,,1.17,1.73,1.02,1.84
39660,"Rapid City, SD",0.47,0.49,0.52,-0.1,0.67,,-0.02,-0.05,0.57,-0.2,,0.27,0.24,1.82,-0.63
39700,"Raymondville, TX",-1,-0.59,-0.24,-1.36,-1.25,,-0.41,-0.76,0.36,0.25,,-4.32,-5.12,0.59,-0.75
39740,"Reading, PA",1.2,1.27,1.31,1.22,1.13,,-0.08,-0.12,-0.03,0.07,,0.56,0.64,1.23,1.37
39780,"Red Bluff, CA",-0.84,-0.83,-0.55,-0.7,-0.77,,-0.01,-0.3,-0.14,-0.07,,-0.93,-2.55,-0.91,-0.89
39820,"Redding, CA",0.32,0.27,0.51,0.45,0.46,,0.05,-0.19,-0.13,-0.15,,0.73,-0.79,0.18,0.06
39860,"Red Wing, MN",-0.6,-0.62,-0.54,-0.59,-0.63,,0.02,-0.06,-0.01,0.03,,-0.46,-0.9,-0.59,-0.52
39900,"Reno, NV",1.44,1.29,1.56,1.44,1.35,,0.15,-0.11,0,0.09,,2.66,0.67,1.54,1.64
39900,"Reno-Sparks, NV",1.44,1.29,1.56,1.44,1.35,,0.15,-0.11,0,0.09,,2.66,0.67,1.54,1.64
39940,"Rexburg, ID",-0.63,-0.77,-0.57,-0.39,-0.89,,0.13,-0.07,-0.24,0.26,,0.45,-1.11,-1.15,0.23
39980,"Richmond, IN",-0.32,-0.18,-0.42,-0.49,-0.53,,-0.14,0.1,0.17,0.21,,-1.44,0.48,-0.04,0.02
40060,"Richmond, VA",1.9,1.81,1.73,1.13,0.82,,0.09,0.17,0.77,1.08,,2.66,2.92,3.5,3.81
40080,"Richmond-Berea, KY",-0.24,-0.34,-0.21,#N/A,#N/A,,0.09,-0.03,#N/A,#N/A,,0.49,-0.44,#N/A,#N/A
40100,"Rio Grande City, TX",-0.85,-0.74,-0.83,-1.15,-0.9,,-0.11,-0.02,0.31,0.06,,-1.74,-0.77,-0.14,-1.03
40100,"Rio Grande City-Roma, TX",-0.85,-0.74,-0.83,-1.15,-0.9,,-0.11,-0.02,0.31,0.06,,-1.74,-0.77,-0.14,-1.03
40140,"Riverside-San Bernardino-Ontario, CA",2.86,2.75,2.79,1.91,1.89,,0.12,0.07,0.95,0.98,,3.82,3.26,4.99,4.32
40180,"Riverton, WY",-0.5,-0.48,-0.54,-0.72,-0.7,,-0.03,0.03,0.21,0.19,,-0.72,-0.2,-0.06,-0.26
40220,"Roanoke, VA",0.7,0.76,0.85,1.49,1.18,,-0.06,-0.16,-0.79,-0.48,,0.19,-0.11,-1.01,0.27
40260,"Roanoke Rapids, NC",-0.71,-0.74,-0.57,-0.68,-0.6,,0.03,-0.14,-0.04,-0.11,,-0.49,-1.51,-0.69,-0.97
40300,"Rochelle, IL",-0.98,-0.93,-0.61,-0.66,-0.92,,-0.06,-0.38,-0.32,-0.07,,-1.45,-3.13,-1.39,-0.85
40340,"Rochester, MN",0.45,0.51,0.42,0.77,0.56,,-0.06,0.03,-0.32,-0.11,,-0.03,0.73,-0.35,0.47
40380,"Rochester, NY",2.03,1.88,2.13,2.48,2.33,,0.15,-0.1,-0.45,-0.3,,3.23,1.32,1.06,1.71
40420,"Rockford, IL",1.38,1.38,1.31,1.67,1.61,,0.01,0.08,-0.28,-0.23,,1.42,1.92,0.62,1.08
40460,"Rockingham, NC",-0.83,-0.87,-0.8,-0.93,-0.73,,0.04,-0.03,0.1,-0.1,,-0.54,-0.98,-0.58,-1.21
40500,"Rockland, ME",#N/A,#N/A,0.09,-0.34,-0.29,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
40540,"Rock Springs, WY",-0.46,-0.5,-0.35,-0.62,-0.75,,0.04,-0.11,0.15,0.28,,-0.18,-1.1,-0.02,0.06
40580,"Rocky Mount, NC",-0.02,-0.17,-0.12,-0.25,-0.06,,0.14,0.1,0.23,0.04,,1.13,0.52,0.39,-0.18
40620,"Rolla, MO",-0.69,-0.61,-0.63,-0.61,-0.65,,-0.08,-0.06,-0.08,-0.04,,-1.33,-0.88,-0.85,-0.73
40660,"Rome, GA",-0.17,-0.32,-0.38,-0.05,-0.19,,0.14,0.21,-0.13,0.02,,0.99,1.01,-0.7,-0.02
40700,"Roseburg, OR",-0.18,-0.11,-0.18,-0.14,-0.17,,-0.07,0,-0.04,-0.01,,-0.76,-0.03,-0.29,-0.2
40740,"Roswell, NM",-0.52,-0.42,-0.36,-0.21,-0.42,,-0.11,-0.16,-0.32,-0.11,,-1.41,-1.34,-1.12,-0.5
40760,"Ruidoso, NM",#N/A,#N/A,-0.52,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
40780,"Russellville, AR",-0.19,-0.4,-0.25,0.17,-0.16,,0.21,0.06,-0.36,-0.03,,1.49,0.04,-1.12,0.08
40820,"Ruston, LA",-0.49,-0.75,-0.58,-0.47,-0.41,,0.26,0.09,-0.02,-0.08,,1.64,-0.13,-0.65,-0.69
40860,"Rutland, VT",-0.01,0.01,-0.06,-0.41,-0.21,,-0.02,0.05,0.39,0.2,,-0.22,0.36,0.83,0.06
40900,"Sacramento--Roseville--Arden-Arcade, CA",1.9,2.06,2.11,0.5,0.69,,-0.16,-0.21,1.39,1.21,,0.6,0.84,5.33,3.48
40900,"Sacramento--Arden-Arcade--Roseville, CA",1.9,2.06,2.11,0.5,0.69,,-0.16,-0.21,1.39,1.21,,0.6,0.84,5.33,3.48
40940,"Safford, AZ",-0.96,-1.06,-0.98,-0.83,-1.12,,0.1,0.02,-0.13,0.16,,-0.16,-0.89,-1.32,-0.45
40980,"Saginaw, MI",0.72,0.75,0.7,0.78,0.69,,-0.03,0.02,-0.06,0.03,,0.45,0.94,0.54,0.84
40980,"Saginaw-Saginaw Township North, MI",0.72,0.75,0.7,0.78,0.69,,-0.03,0.02,-0.06,0.03,,0.45,0.94,0.54,0.84
41060,"St. Cloud, MN",0.68,0.65,0.58,0.39,0.41,,0.03,0.1,0.3,0.27,,0.93,1.32,1.25,1.03
41100,"St. George, UT",0.67,0.59,0.44,0.21,0.13,,0.08,0.24,0.46,0.54,,1.32,2.09,1.48,1.54
41140,"St. Joseph, MO-KS",0.05,0.16,-0.01,0.36,0.31,,-0.11,0.06,-0.32,-0.27,,-0.88,0.58,-0.77,-0.32
41180,"St. Louis, MO-IL",2.65,2.58,2.6,2.26,2.12,,0.07,0.05,0.39,0.54,,3.22,2.98,3.5,3.58
41220,"St. Marys, GA",-0.92,-0.77,-0.76,-0.82,-0.89,,-0.15,-0.16,-0.1,-0.03,,-2.14,-1.67,-1.02,-0.91
41260,"St. Marys, PA",#N/A,#N/A,0.17,-0.42,-0.44,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
41420,"Salem, OR",0.88,0.93,0.97,0.83,0.9,,-0.06,-0.1,0.04,-0.03,,0.39,0.42,1.05,0.75
41460,"Salina, KS",-0.33,-0.2,-0.07,0.1,-0.01,,-0.13,-0.26,-0.43,-0.32,,-1.43,-1.72,-1.1,-0.72
41500,"Salinas, CA",0.88,1.09,0.97,1.09,1.1,,-0.21,-0.09,-0.21,-0.22,,-0.83,0.59,0.46,0.52
41540,"Salisbury, MD-DE",0.66,0.79,0.25,0.5,0.64,,-0.13,0.41,0.17,0.02,,-0.39,3.34,0.62,0.54
41540,"Salisbury, MD",0.66,0.79,0.25,0.5,0.64,,-0.13,0.41,0.17,0.02,,-0.39,3.34,0.62,0.54
41580,"Salisbury, NC",#N/A,#N/A,0.26,0.1,-0.02,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
41620,"Salt Lake City, UT",2.4,2.48,2.49,2.56,2.47,,-0.08,-0.09,-0.16,-0.07,,1.72,1.99,2.09,2.36
41660,"San Angelo, TX",0,0.07,0.17,0.41,0.32,,-0.07,-0.17,-0.41,-0.32,,-0.6,-0.87,-0.82,-0.42
41700,"San Antonio-New Braunfels, TX",2.01,1.98,2.07,3.05,3.32,,0.03,-0.07,-1.04,-1.31,,2.24,1.64,-0.39,-0.22
41700,"San Antonio, TX",2.01,1.98,2.07,3.05,3.32,,0.03,-0.07,-1.04,-1.31,,2.24,1.64,-0.39,-0.22
41740,"San Diego-Carlsbad, CA",2.76,2.81,2.81,3.03,3.03,,-0.05,-0.05,-0.27,-0.27,,2.32,2.61,2.16,2.34
41740,"San Diego-Carlsbad-San Marcos, CA",2.76,2.81,2.81,3.03,3.03,,-0.05,-0.05,-0.27,-0.27,,2.32,2.61,2.16,2.34
41780,"Sandusky, OH",-0.26,-0.23,-0.27,-0.41,-0.33,,-0.03,0.01,0.15,0.07,,-0.51,-0.1,0.05,-0.25
41820,"Sanford, NC",-0.66,-0.61,-0.55,-0.5,-0.56,,-0.05,-0.11,-0.15,-0.09,,-1.07,-1.18,-0.93,-0.76
41860,"San Francisco-Oakland-Hayward, CA",3.27,3.31,3.49,1.55,1.68,,-0.04,-0.22,1.72,1.59,,2.95,2.04,7.47,5.49
41860,"San Francisco-Oakland-Fremont, CA",3.27,3.31,3.49,1.55,1.68,,-0.04,-0.22,1.72,1.59,,2.95,2.04,7.47,5.49
41940,"San Jose-Sunnyvale-Santa Clara, CA",2.94,2.83,3.09,3.33,3.39,,0.12,-0.14,-0.38,-0.45,,3.88,2.02,2.17,2.19
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.87,0.81,1,0.91,0.83,,0.06,-0.13,-0.04,0.04,,1.32,0.1,0.87,0.99
42020,"San Luis Obispo-Paso Robles, CA",0.87,0.81,1,0.91,0.83,,0.06,-0.13,-0.04,0.04,,1.32,0.1,0.87,0.99
42060,"Santa Barbara-Santa Maria-Goleta, CA",#N/A,#N/A,1.49,1.67,1.58,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
42100,"Santa Cruz-Watsonville, CA",1.18,1.27,1.11,1.19,1.13,,-0.09,0.07,-0.01,0.05,,0.42,1.78,1.07,1.29
42140,"Santa Fe, NM",0.65,0.76,0.72,0.63,0.89,,-0.11,-0.07,0.02,-0.24,,-0.26,0.43,0.73,0.02
42220,"Santa Rosa, CA",1.39,1.47,1.46,1.62,1.59,,-0.09,-0.07,-0.24,-0.2,,0.69,1.09,0.89,1.1
42220,"Santa Rosa-Petaluma, CA",1.39,1.47,1.46,1.62,1.59,,-0.09,-0.07,-0.24,-0.2,,0.69,1.09,0.89,1.1
42260,"Sarasota-Bradenton-Venice, FL",#N/A,#N/A,1.38,0.83,0.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
42300,"Sault Ste. Marie, MI",-0.8,-0.78,-1.1,-0.99,-0.8,,-0.01,0.31,0.19,0,,-0.91,1.15,-0.68,-1.01
42340,"Savannah, GA",0.84,0.97,0.91,1.87,1.71,,-0.13,-0.07,-1.03,-0.88,,-0.24,0.61,-1.53,-0.34
42380,"Sayre, PA",-0.54,-0.51,-0.8,-0.9,-0.68,,-0.03,0.26,0.37,0.15,,-0.77,1.15,0.03,-0.56
42420,"Scottsbluff, NE",-0.5,-0.48,-0.52,-0.55,-0.61,,-0.01,0.03,0.05,0.11,,-0.61,-0.26,-0.44,-0.29
42460,"Scottsboro, AL",-0.98,-0.95,-1.03,-0.84,-0.88,,-0.03,0.05,-0.14,-0.11,,-1.25,-0.57,-1.39,-1.12
42500,"Scottsburg, IN",#N/A,#N/A,-1.24,-1.11,-1.05,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
42540,"Scranton--Wilkes-Barre--Hazleton, PA",1.61,1.55,1.5,1.21,1.08,,0.07,0.12,0.4,0.54,,2.15,2.32,2.41,2.53
42540,"Scranton--Wilkes-Barre, PA",1.61,1.55,1.5,1.21,1.08,,0.07,0.12,0.4,0.54,,2.15,2.32,2.41,2.53
42580,"Seaford, DE",#N/A,#N/A,0.48,-0.04,-0.13,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
42620,"Searcy, AR",-0.39,-0.51,-0.6,-0.63,-0.49,,0.12,0.21,0.24,0.1,,0.56,0.8,-0.07,-0.41
42660,"Seattle-Tacoma-Bellevue, WA",2.87,2.89,2.94,1.49,1.65,,-0.02,-0.07,1.37,1.22,,2.68,2.55,6.12,4.51
42680,"Sebastian-Vero Beach, FL",0.5,0.6,0.45,#N/A,#N/A,,-0.1,0.06,#N/A,#N/A,,-0.32,1,#N/A,#N/A
42700,"Sebring, FL",-0.22,-0.13,-0.16,-0.09,-0.35,,-0.09,-0.06,-0.12,0.14,,-0.93,-0.4,-0.47,0.23
42740,"Sedalia, MO",-0.79,-0.61,-0.85,-0.73,-0.78,,-0.18,0.05,-0.06,-0.02,,-2.26,-0.22,-1.02,-0.8
42780,"Selinsgrove, PA",-0.38,-0.28,-0.76,-0.65,-0.66,,-0.09,0.39,0.27,0.29,,-1.14,2.12,-0.15,0.04
42820,"Selma, AL",-1,-0.99,-0.85,-0.95,-1,,-0.01,-0.16,-0.06,0,,-1.13,-1.86,-1.01,-0.97
42860,"Seneca, SC",-0.4,-0.5,-0.44,-0.34,-0.53,,0.1,0.03,-0.07,0.13,,0.38,-0.23,-0.62,-0.05
42900,"Seneca Falls, NY",-0.57,-0.6,-0.55,-0.87,-0.88,,0.03,-0.02,0.3,0.31,,-0.34,-0.64,0.13,-0.11
42940,"Sevierville, TN",0.29,0.44,0.29,0.37,0.37,,-0.15,0,-0.08,-0.09,,-0.96,0.5,0.07,0.13
42980,"Seymour, IN",-0.85,-0.88,-0.78,-0.84,-0.75,,0.02,-0.07,-0.01,-0.1,,-0.66,-1.24,-0.82,-1.11
43060,"Shawnee, OK",-0.62,-0.47,-0.61,-0.75,-0.62,,-0.14,0,0.13,0,,-1.79,-0.41,-0.33,-0.77
43100,"Sheboygan, WI",0.15,0.19,0.25,-0.07,-0.02,,-0.04,-0.1,0.21,0.17,,-0.21,-0.35,0.72,0.33
43140,"Shelby, NC",-0.22,-0.16,-0.25,-0.24,-0.33,,-0.06,0.02,0.02,0.1,,-0.72,0.03,-0.22,-0.01
43180,"Shelbyville, TN",-0.76,-0.84,-0.74,-1.02,-0.74,,0.08,-0.02,0.26,-0.03,,-0.14,-0.92,-0.16,-1.11
43220,"Shelton, WA",-0.62,-0.64,-0.61,-0.66,-0.49,,0.01,-0.02,0.04,-0.13,,-0.51,-0.67,-0.55,-1.01
43260,"Sheridan, WY",-0.43,-0.52,-0.48,-0.71,-0.5,,0.09,0.05,0.28,0.06,,0.27,-0.17,0.15,-0.57
43300,"Sherman-Denison, TX",-0.15,-0.07,-0.02,0,-0.04,,-0.08,-0.12,-0.15,-0.1,,-0.77,-0.75,-0.39,-0.28
43340,"Shreveport-Bossier City, LA",0.86,0.79,0.83,0.85,0.9,,0.07,0.03,0.01,-0.04,,1.42,1.02,0.83,0.73
43380,"Sidney, OH",-0.6,-0.53,-0.54,-0.59,-0.12,,-0.07,-0.06,-0.01,-0.48,,-1.17,-0.81,-0.59,-1.82
43420,"Sierra Vista-Douglas, AZ",-0.15,-0.14,0.07,-0.18,-0.28,,-0.01,-0.23,0.03,0.13,,-0.25,-1.44,0.12,0.11
43460,"Sikeston, MO",-0.68,-0.82,-0.6,-0.64,-0.68,,0.13,-0.08,-0.04,0,,0.41,-1.24,-0.72,-0.66
43500,"Silver City, NM",-0.86,-1.01,-0.77,-0.87,-0.86,,0.15,-0.09,0.01,0,,0.34,-1.48,-0.78,-0.9
43540,"Silverthorne, CO",#N/A,#N/A,0.15,0.19,0.33,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
43580,"Sioux City, IA-NE-SD",0.49,0.3,0.42,0.85,0.9,,0.18,0.07,-0.36,-0.41,,1.97,0.81,-0.46,-0.2
43620,"Sioux Falls, SD",1.01,0.92,1.01,1.67,1.6,,0.08,0,-0.67,-0.59,,1.68,0.97,-0.58,0.18
43660,"Snyder, TX",-0.88,-0.9,-0.95,-1.39,-0.84,,0.02,0.07,0.51,-0.04,,-0.72,-0.41,0.21,-1.52
43700,"Somerset, KY",-0.55,-0.51,-0.45,-0.52,-0.59,,-0.04,-0.1,-0.02,0.04,,-0.89,-1.03,-0.53,-0.45
43740,"Somerset, PA",-0.37,-0.45,-0.24,-0.45,-0.58,,0.09,-0.13,0.08,0.22,,0.32,-1.17,-0.07,0.07
43780,"South Bend-Mishawaka, IN-MI",1.02,0.96,1.05,1.41,1.52,,0.06,-0.02,-0.39,-0.5,,1.51,0.89,0.11,0.15
43860,"Southern Pines-Pinehurst, NC",#N/A,#N/A,-0.2,-0.16,-0.12,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
43900,"Spartanburg, SC",1.29,1.04,0.97,0.98,0.81,,0.25,0.31,0.31,0.47,,3.29,2.99,1.67,2.13
43940,"Spearfish, SD",-0.36,-0.62,-0.59,-0.72,-0.77,,0.26,0.22,0.36,0.4,,1.73,0.79,0.22,0.26
43980,"Spencer, IA",-0.95,-0.82,-0.76,-0.85,-0.77,,-0.13,-0.18,-0.1,-0.18,,-2,-1.86,-1.02,-1.31
44020,"Spirit Lake, IA",-0.72,-0.66,-0.89,-0.72,-0.56,,-0.06,0.17,0,-0.16,,-1.19,0.44,-0.91,-1.14
44060,"Spokane-Spokane Valley, WA",1.32,1.41,1.44,1.47,1.5,,-0.1,-0.12,-0.16,-0.18,,0.53,0.75,1.05,1
44060,"Spokane, WA",1.32,1.41,1.44,1.47,1.5,,-0.1,-0.12,-0.16,-0.18,,0.53,0.75,1.05,1
44100,"Springfield, IL",0.62,0.64,0.73,1.38,1.25,,-0.02,-0.11,-0.76,-0.63,,0.44,0.07,-1.07,-0.2
44140,"Springfield, MA",1.55,1.54,1.75,0.79,1.34,,0,-0.2,0.76,0.21,,1.57,0.39,3.49,1.28
44180,"Springfield, MO",1.26,1.17,1.34,2.23,2.08,,0.09,-0.08,-0.96,-0.81,,2,0.77,-0.93,0.18
44220,"Springfield, OH",0.05,0.15,0.16,-0.03,0.25,,-0.1,-0.12,0.08,-0.2,,-0.77,-0.48,0.33,-0.56
44260,"Starkville, MS",-0.75,-0.87,-0.71,-0.8,-0.88,,0.12,-0.04,0.05,0.13,,0.2,-1.02,-0.62,-0.5
44300,"State College, PA",0.49,0.41,0.32,0.18,0.2,,0.08,0.17,0.31,0.29,,1.1,1.51,1.01,0.87
44340,"Statesboro, GA",-0.65,-0.66,-0.39,-0.49,-0.47,,0.01,-0.26,-0.17,-0.19,,-0.59,-2.19,-0.8,-0.97
44380,"Statesville-Mooresville, NC",#N/A,#N/A,0.47,0.58,0.5,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
44420,"Staunton-Waynesboro, VA",0.02,-0.22,-0.19,-0.88,-0.84,,0.24,0.21,0.9,0.86,,1.92,1.09,1.88,1.23
44500,"Stephenville, TX",-0.77,-0.78,-0.83,-0.77,-0.86,,0.01,0.06,0,0.1,,-0.71,-0.36,-0.85,-0.55
44540,"Sterling, CO",-1.28,-1.29,-1.19,-1.27,-1.2,,0.01,-0.08,0,-0.08,,-1.16,-1.73,-1.23,-1.48
44580,"Sterling, IL",-0.65,-0.45,-0.37,-0.81,-0.54,,-0.21,-0.28,0.15,-0.11,,-2.32,-2.08,-0.03,-1.1
44620,"Stevens Point, WI",-0.26,-0.34,-0.17,-0.56,-0.48,,0.08,-0.09,0.3,0.22,,0.38,-0.79,0.49,-0.04
44660,"Stillwater, OK",-0.32,-0.31,-0.33,-0.34,-0.48,,-0.01,0.01,0.02,0.16,,-0.41,-0.19,-0.31,0.03
44700,"Stockton-Lodi, CA",1.27,1.21,1.38,1.56,1.47,,0.06,-0.1,-0.28,-0.19,,1.78,0.66,0.69,1.05
44700,"Stockton, CA",1.27,1.21,1.38,1.56,1.47,,0.06,-0.1,-0.28,-0.19,,1.78,0.66,0.69,1.05
44740,"Storm Lake, IA",-1.06,-1.06,-1.27,-1.04,-1.15,,0,0.21,-0.02,0.09,,-1.04,0.28,-1.34,-0.84
44780,"Sturgis, MI",-0.47,-0.6,-0.47,-0.65,-0.58,,0.13,0,0.18,0.11,,0.61,-0.54,-0.07,-0.38
44860,"Sulphur Springs, TX",-0.91,-0.81,-0.93,-1.01,-0.87,,-0.09,0.02,0.1,-0.04,,-1.67,-0.61,-0.72,-1.12
44900,"Summerville, GA",-1.37,-1.53,-1.28,-1.2,-1.2,,0.16,-0.09,-0.17,-0.18,,-0.1,-2.01,-1.72,-1.66
44940,"Sumter, SC",-0.45,-0.45,-0.39,-0.48,-0.34,,0,-0.06,0.03,-0.11,,-0.42,-0.73,-0.34,-0.77
44980,"Sunbury, PA",-0.53,-0.42,-0.4,-0.69,-0.61,,-0.11,-0.14,0.16,0.08,,-1.46,-1.17,-0.05,-0.52
45000,"Susanville, CA",-1.12,-1.24,-1.01,#N/A,#N/A,,0.12,-0.11,#N/A,#N/A,,-0.18,-1.81,#N/A,#N/A
45020,"Sweetwater, TX",-1.2,-1.16,-1.35,-1.32,-1.25,,-0.04,0.15,0.12,0.05,,-1.57,-0.19,-1.1,-1.21
45060,"Syracuse, NY",1.66,1.61,1.62,1.45,1.4,,0.05,0.04,0.21,0.27,,2.06,1.92,2.1,2.09
45140,"Tahlequah, OK",-0.93,-0.91,-0.57,-0.92,-0.86,,-0.02,-0.35,-0.01,-0.07,,-1.08,-2.98,-0.62,-1.13
45180,"Talladega-Sylacauga, AL",-0.66,-0.74,-0.51,-0.69,-0.49,,0.09,-0.15,0.03,-0.17,,0.03,-1.59,-0.47,-1.13
45220,"Tallahassee, FL",0.99,0.98,1.11,2.5,2.32,,0.01,-0.12,-1.52,-1.33,,1.03,0.32,-2.45,-0.83
45260,"Tallulah, LA",#N/A,#N/A,-1.14,-1.04,-1.25,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
45300,"Tampa-St. Petersburg-Clearwater, FL",2.59,2.56,2.36,0.81,0.73,,0.02,0.23,1.78,1.86,,2.76,4,6.48,5.41
